well	ID
B15	lt2_5a2
C15	lt2_5b2
D15	lt2_5b2
E15	lt2_5f2
F15	lt2_5f2
G15	lt2_5g2
H15	lt2_5g2
I15	lt2_5f3
J15	lt2_5f3
K15	lt2_5g3
L15	lt2_5g3
M15	lt2_5h3
N15	lt2_5h3
O15	lt2_5b4
P15	lt2_5b4
A16	lt2_5a2
B16	lt2_5a2
C16	lt2_5b2
D16	lt2_5b2
E16	lt2_5f2
F16	lt2_5f2
G16	lt2_5g2
H16	lt2_5g2
I16	lt2_5f3
J16	lt2_5f3
K16	lt2_5g3
L16	lt2_5g3
M16	lt2_5h3
N16	lt2_5h3
O16	lt2_5b4
P16	lt2_5b4
A17	lt2_5c4
B17	lt2_5c4
C17	lt2_5f4
D17	lt2_5f4
E17	lt2_5b5
F17	lt2_5b5
G17	lt2_5c5
H17	lt2_5c5
I17	lt2_5d5
J17	lt2_5d5
K17	lt2_5e5
L17	lt2_5e5
M17	lt2_5f5
N17	lt2_5f5
O17	lt2_5e6
P17	lt2_5e6
A18	lt2_5c4
B18	lt2_5c4
C18	lt2_5f4
D18	lt2_5f4
E18	lt2_5b5
F18	lt2_5b5
G18	lt2_5c5
H18	lt2_5c5
I18	lt2_5d5
J18	lt2_5d5
K18	lt2_5e5
L18	lt2_5e5
M18	lt2_5f5
N18	lt2_5f5
O18	lt2_5e6
P18	lt2_5e6
A19	lt2_5b7
B19	lt2_5b7
C19	lt2_5d7
D19	lt2_5d7
E19	lt2_5g7
F19	lt2_5g7
G19	lt2_5h7
H19	lt2_5h7
I19	lt2_5b8
J19	lt2_5b8
K19	lt2_5d8
L19	lt2_5d8
M19	lt2_5g8
N19	lt2_5g8
O19	lt2_5b9
P19	lt2_5b9
A20	lt2_5b7
B20	lt2_5b7
C20	lt2_5d7
D20	lt2_5d7
E20	lt2_5g7
F20	lt2_5g7
G20	lt2_5h7
H20	lt2_5h7
I20	lt2_5b8
J20	lt2_5b8
K20	lt2_5d8
L20	lt2_5d8
M20	lt2_5g8
N20	lt2_5g8
O20	lt2_5b9
P20	lt2_5b9
A21	lt2_5d9
B21	lt2_5d9
C21	lt2_5f9
D21	lt2_5f9
E21	lt2_5g9
F21	lt2_5g9
G21	lt2_5d10
H21	lt2_5d10
I21	lt2_5e10
J21	lt2_5e10
K21	lt2_5c11
L21	lt2_5c11
M21	lt2_5e11
N21	lt2_5e11
O21	lt2_5f11
P21	lt2_5f11
A22	lt2_5d9
B22	lt2_5d9
C22	lt2_5f9
D22	lt2_5f9
E22	lt2_5g9
F22	lt2_5g9
G22	lt2_5d10
H22	lt2_5d10
I22	lt2_5e10
J22	lt2_5e10
K22	lt2_5c11
L22	lt2_5c11
M22	lt2_5e11
N22	lt2_5e11
O22	lt2_5f11
P22	lt2_5f11
A23	lt2_5b12
B23	lt2_5b12
C23	lt2_5e12
D23	lt2_5e12
E23	lt2_5f12
F23	lt2_5f12
G23	lt2_5g12
H23	lt2_5g12
I23	lt2_empty8
J23	lt2_empty8
K23	lt2_empty9
L23	lt2_empty9
M23	lt2_empty10
N23	lt2_empty10
O23	lt2_empty11
P23	lt2_empty11
A24	lt2_5b12
B24	lt2_5b12
C24	lt2_5e12
D24	lt2_5e12
E24	lt2_5f12
F24	lt2_5f12
G24	lt2_5g12
H24	lt2_5g12
I24	lt2_empty8
J24	lt2_empty8
K24	lt2_empty9
L24	lt2_empty9
M24	lt2_empty10
N24	lt2_empty10
O24	lt2_empty11
P24	lt2_empty11
