"","chrom","start","end"
"74","chr1",19661274,19661574
"75","chr1",22905973,22906273
"76","chr1",25906497,25906797
"77","chr1",25919139,25919439
"78","chr1",26333167,26333467
"79","chr1",26937611,26937911
"80","chr1",29850492,29850792
"81","chr1",31125410,31125710
"82","chr1",32080136,32080436
"83","chr1",32252115,32252415
"84","chr1",32668999,32669299
"85","chr1",33234336,33234636
"86","chr1",33471786,33472086
"87","chr1",33713254,33713554
"88","chr1",34092948,34093248
"89","chr1",35337238,35337538
"90","chr1",38492880,38493180
"91","chr1",39045829,39046129
"92","chr1",41984092,41984392
"93","chr1",42085264,42085564
"94","chr1",43200750,43201050
"95","chr1",44347247,44347547
"96","chr1",44805556,44805856
"97","chr1",44979501,44979801
"98","chr1",45187479,45187779
"99","chr1",53744174,53744474
"100","chr1",53828344,53828644
"101","chr1",53973522,53973822
"102","chr1",55476962,55477262
"103","chr1",57514093,57514393
"104","chr1",57769994,57770294
"105","chr1",58460229,58460529
"106","chr1",59193237,59193537
"107","chr1",62119678,62119978
"108","chr1",62694436,62694736
"109","chr1",62953706,62954006
"110","chr1",63901576,63901876
"111","chr1",64484210,64484510
"112","chr1",68509231,68509531
"113","chr1",76574254,76574554
"114","chr1",81537499,81537799
"115","chr1",81797107,81797407
"116","chr1",85404930,85405230
"117","chr1",87416446,87416746
"118","chr1",87774547,87774847
"119","chr1",88760902,88761202
"120","chr1",90440287,90440587
"121","chr1",91589652,91589952
"122","chr1",93938377,93938677
"123","chr1",95101146,95101446
"124","chr1",98569494,98569794
"125","chr1",100602352,100602652
"126","chr1",106626190,106626490
"127","chr1",107798106,107798406
"128","chr1",108510380,108510680
"129","chr1",110983577,110983877
"130","chr1",111220056,111220356
"131","chr1",111320265,111320565
"132","chr1",111979924,111980224
"133","chr1",115641999,115642299
"134","chr1",117318081,117318381
"135","chr1",118042608,118042908
"136","chr1",149861982,149862282
"137","chr1",152506691,152506991
"138","chr1",153353159,153353459
"139","chr1",156551722,156552022
"140","chr1",157092462,157092762
"141","chr1",159781511,159781811
"142","chr1",160191968,160192268
"143","chr1",162368287,162368587
"144","chr1",164293810,164294110
"145","chr1",173517815,173518115
"146","chr1",177131821,177132121
"147","chr1",179564835,179565135
"148","chr1",180911612,180911912
"149","chr1",181380228,181380528
"150","chr1",183382167,183382467
"151","chr1",185040839,185041139
"152","chr1",193304683,193304983
"153","chr1",200118526,200118826
"154","chr1",201632327,201632627
"155","chr1",203023486,203023786
"156","chr1",204960675,204960975
"157","chr1",205297032,205297332
"158","chr1",205903282,205903582
"159","chr1",207004294,207004594
"160","chr1",207271195,207271495
"161","chr1",208421167,208421467
"162","chr1",209365199,209365499
"163","chr1",209408406,209408706
"164","chr1",212455185,212455485
"165","chr1",212658485,212658785
"166","chr1",214445544,214445844
"167","chr1",214463290,214463590
"168","chr1",216774075,216774375
"169","chr1",217591452,217591752
"170","chr1",218222924,218223224
"171","chr1",221129394,221129694
"172","chr1",221212901,221213201
"173","chr1",223183744,223184044
"174","chr1",223653235,223653535
"175","chr1",223840774,223841074
"176","chr1",224580304,224580604
"177","chr1",224819526,224819826
"178","chr1",224825757,224826057
"179","chr1",228584623,228584923
"180","chr1",229080067,229080367
"181","chr1",229539147,229539447
"182","chr1",230428016,230428316
"183","chr1",233434121,233434421
"184","chr1",234342462,234342762
"185","chr1",234494724,234495024
"186","chr1",235671501,235671801
"187","chr1",235945761,235946061
"188","chr1",240449880,240450180
"189","chr1",243641303,243641603
"190","chr1",244221030,244221330
"191","chr1",244361185,244361485
"192","chr1",245501732,245502032
"193","chr1",247373857,247374157
"194","chr1",248854736,248855036
"2363","chr1",861560,861860
"2364","chr1",873280,873580
"2365","chr1",959030,959330
"2366","chr1",27215320,27215515
"2367","chr1",27215515,27215710
"2368","chr1",27317530,27317830
"2369","chr1",27323900,27324200
"2370","chr1",27328020,27328320
"2371","chr1",27328490,27328790
"2372","chr1",27337920,27338220
"2373","chr1",27338490,27338790
"2374","chr1",27354090,27354390
"2375","chr1",27372150,27372450
"2376","chr1",27917740,27918040
"2377","chr1",27932540,27932840
"2378","chr1",27976960,27977260
"2379","chr1",27977690,27977990
"2380","chr1",27985540,27985838
"2381","chr1",60195600,60195900
"2382","chr1",60197780,60198080
"2383","chr1",62158360,62158660
"2384","chr1",62209680,62209980
"2385","chr1",62381000,62381300
"2386","chr1",94993150,94993450
"2387","chr1",95005380,95005680
"2388","chr1",95045720,95046020
"2389","chr1",95087600,95087900
"2390","chr1",95088910,95089210
"2391","chr1",95089570,95089870
"2392","chr1",153493260,153493560
"2393","chr1",153511980,153512280
"2394","chr1",153514920,153515220
"2395","chr1",153515290,153515770
"2396","chr1",153515770,153516250
"2397","chr1",153522860,153523160
"2398","chr1",153535900,153536070
"2399","chr1",153536850,153537150
"2400","chr1",153545550,153545850
"2401","chr1",153550200,153550500
"2402","chr1",153569860,153570160
"2403","chr1",153582370,153582670
"2404","chr1",153588210,153588425
"2405","chr1",153588425,153588640
"2406","chr1",155930470,155930770
"2407","chr1",155932650,155932950
"2408","chr1",155946090,155946390
"2409","chr1",155949040,155949340
"2410","chr1",155950060,155950360
"2411","chr1",155950500,155950800
"2412","chr1",155995830,155996130
"2413","chr1",156010660,156010960
"2414","chr1",156065560,156065860
"2415","chr1",156070500,156070800
"2416","chr1",156071750,156072050
"2417","chr1",156072410,156072710
"2418","chr1",156078060,156078360
"2419","chr1",156082330,156082630
"2420","chr1",156087980,156088280
"2421","chr1",156090160,156090460
"2422","chr1",156096790,156097090
"2423","chr1",160960450,160960750
"2424","chr1",160962070,160962370
"2425","chr1",160965610,160965910
"2426","chr1",161002560,161002860
"2427","chr1",161003690,161003990
"2428","chr1",161007250,161007550
"2429","chr1",161052700,161053000
"2430","chr1",161053980,161054280
"2431","chr1",161054830,161055095
"2432","chr1",161055095,161055360
"2433","chr1",161089040,161089340
"2434","chr1",201269120,201269355
"2435","chr1",201269355,201269590
"2436","chr1",201277160,201277460
"2437","chr1",201278270,201278570
"2438","chr1",201365870,201366170
"2439","chr1",201417110,201417410
"2440","chr1",201430670,201430970
"2441","chr1",201432030,201432330
"2687","chr1",959638,959920
"2688","chr1",1008650,1009203
"2689","chr1",1010207,1010420
"2690","chr1",95086591,95086800
"2691","chr1",153509290,153509590
"2692","chr1",153521891,153522150
"2693","chr1",153583337,153583580
"2714","chr1",941510,941789
"2715","chr1",1005334,1005720
"2716","chr1",60216670,60216860
"2719","chr1",153518000,153518283
"2720","chr1",27194080,27194282
"2721","chr1",153510975,153511260
"2722","chr1",201405600,201405900
"2736","chr1",27898890,27899174
"2740","chr1",855680,855954
"2741","chr1",27358391,27358580
"2742","chr1",153512810,153513030
"2743","chr1",156083400,156083700
"2744","chr1",156094560,156094770
"2751","chr1",27287575,27287800
"2752","chr1",60281027,60281252
"2753","chr1",60281252,60281478
"2754","chr1",62207097,62207323
"2755","chr1",62235826,62236051
"2756","chr1",62437763,62437988
"2757","chr1",62437988,62438214
"2758","chr1",160991807,160992032
"2759","chr1",161009448,161009673
"2760","chr1",161009673,161009899
"2843","chr1",153589667,153589933
"2848","chr1",201369343,201369610
"2858","chr1",24563360,24563660
"2859","chr1",24643830,24644130
"2890","chr1",24621270,24621546
"2897","chr1",2561634,2561859
"2898","chr1",2565155,2565380
"2899","chr1",2565380,2565606
"2900","chr1",24644779,24645004
"2901","chr1",24645004,24645230
"2902","chr1",43920334,43920559
"2903","chr1",205898413,205898639
"2904","chr1",205913262,205913487
"2905","chr1",205913487,205913713
"2906","chr1",213122610,213122835
"2907","chr1",213122835,213123061
"2966","chr1",204166293,204166703
"2967","chr1",230514065,230514300
"2968","chr1",24681183,24681483
"2969","chr1",24690345,24690645
"2970","chr1",43916998,43917298
"2971","chr1",204159793,204160093
"2972","chr1",205882501,205882801
"2973","chr1",213141947,213142247
"2974","chr1",213147644,213147944
"2975","chr1",213164302,213164602
"2976","chr1",230457716,230458016
"3017","chr1",227618098,227618398
"3027","chr1",20451220,20451405
"3028","chr1",20451405,20451590
"3029","chr1",20463760,20464060
"3030","chr1",20539830,20540130
"3031","chr1",155102620,155102920
"3032","chr1",155109700,155110000
"3033","chr1",155110050,155110350
"3034","chr1",155140090,155140390
"3035","chr1",155144520,155144820
"3036","chr1",155162300,155162600
"3037","chr1",155176790,155177090
"3038","chr1",155178000,155178300
"3039","chr1",155194560,155194785
"3040","chr1",155197700,155198000
"3041","chr1",155214890,155215120
"3042","chr1",155279800,155280100
"3362","chr1",155106821,155107060
"3387","chr1",155103235,155103490
"3408","chr1",155096960,155097240
"3409","chr1",155097240,155097521
"3418","chr1",155172650,155172950
"3419","chr1",155177364,155177664
"3420","chr1",240254059,240254359
"3467","chr1",20438758,20439058
"3468","chr1",155165703,155166003
"3469","chr1",155167995,155168295
"3470","chr1",155170566,155170866
"3471","chr1",155174685,155174985
"3472","chr1",240555237,240555537
"3526","chr1",45154490,45154790
"3527","chr1",45179250,45179550
"3528","chr1",156867690,156867990
"3529","chr1",156895460,156895760
"3563","chr1",45140773,45140998
"3564","chr1",112299093,112299318
"3565","chr1",161398614,161398839
"3628","chr1",64709402,64709702
"3629","chr1",78602487,78602787
"3630","chr1",150483595,150483895
"3631","chr1",167144923,167145223
"3632","chr1",180239122,180239422
"3656","chr1",46637060,46637360
"3657","chr1",46638835,46639100
"3658","chr1",46640040,46640340
"3659","chr1",46644880,46645180
"3660","chr1",46646600,46646900
"3661","chr1",46646930,46647140
"3662","chr1",46647140,46647350
"3663","chr1",46689470,46689770
"3664","chr1",46712260,46712560
"3665","chr1",151256380,151256650
"3666","chr1",151284450,151284750
"3667","chr1",151298640,151298940
"3668","chr1",151320475,151320740
"3669","chr1",151432180,151432465
"3670","chr1",151432465,151432750
"3671","chr1",163006460,163006680
"3672","chr1",163137220,163137500
"3673","chr1",163137500,163137780
"3674","chr1",163138190,163138490
"3675","chr1",201923400,201923700
"3676","chr1",201974830,201975130
"3677","chr1",201975340,201975640
"3678","chr1",201976380,201976680
"3679","chr1",201977780,201978020
"3680","chr1",201983120,201983355
"3681","chr1",201983355,201983590
"3682","chr1",201984340,201984660
"3683","chr1",201984660,201984980
"3684","chr1",201985300,201985600
"3685","chr1",201986420,201986720
"3686","chr1",201988790,201989090
"3687","chr1",201990670,201990945
"3688","chr1",201990945,201991220
"3689","chr1",201991800,201992100
"3690","chr1",202015070,202015370
"3691","chr1",202015740,202016035
"3692","chr1",202024180,202024430
"3693","chr1",202025620,202026040
"3694","chr1",202032150,202032450
"3695","chr1",202032940,202033240
"3696","chr1",202046480,202046730
"3697","chr1",202046730,202046980
"3698","chr1",202053880,202054180
"3699","chr1",202070500,202070765
"3700","chr1",202070765,202071030
"3701","chr1",202073120,202073300
"3702","chr1",202073300,202073480
"3703","chr1",202073620,202073920
"3704","chr1",202074560,202074860
"3705","chr1",202075040,202075367
"3706","chr1",202075820,202076120
"3707","chr1",202077560,202077860
"3708","chr1",202078560,202078860
"3709","chr1",203095650,203095950
"3710","chr1",203136400,203136700
"3711","chr1",203146180,203146480
"3712","chr1",203147560,203147760
"3713","chr1",209760910,209761210
"3714","chr1",209822350,209822650
"3715","chr1",209823090,209823390
"3716","chr1",209823860,209824160
"3717","chr1",209824890,209825190
"3718","chr1",209825240,209825540
"3719","chr1",209825880,209826160
"3720","chr1",209826160,209826440
"3721","chr1",209828740,209829040
"3722","chr1",209829040,209829340
"3723","chr1",209862970,209863270
"4077","chr1",201978340,201978602
"4078","chr1",201985970,201986250
"4081","chr1",46647380,46647785
"4082","chr1",202026990,202027219
"4083","chr1",202045280,202045449
"4084","chr1",203146570,203146870
"4085","chr1",203146890,203147051
"4112","chr1",46645480,46645980
"4113","chr1",201987226,201987445
"4116","chr1",202003272,202003639
"4120","chr1",46645980,46646480
"4121","chr1",201910780,201911050
"4122","chr1",201911050,201911320
"4139","chr1",46599213,46599450
"4140","chr1",151283890,151284190
"4141","chr1",203096960,203097140
"4147","chr1",209826645,209826945
"4148","chr1",237836905,237837205
"4149","chr1",237954020,237954320
"4193","chr1",201978602,201978864
"4194","chr1",237889272,237889561
"4195","chr1",46639704,46639923
"4196","chr1",237204576,237204876
"4197","chr1",151345989,151346269
"4198","chr1",163045967,163046267
"4199","chr1",203137263,203137563
"4200","chr1",209788542,209788842
"4201","chr1",209796651,209796951
"4202","chr1",237532283,237532583
"4255","chr1",201985690,201985970
"4259","chr1",956864,957164
"4260","chr1",993757,994057
"4261","chr1",1005758,1006058
"4262","chr1",1009203,1009757
"4263","chr1",1059054,1059354
"4264","chr1",1060967,1061267
"4265","chr1",1071250,1071550
"4266","chr1",1079012,1079361
"4267","chr1",1101885,1102185
"4268","chr1",1105339,1105639
"4269","chr1",1172341,1172641
"4270","chr1",1217495,1217646
"4271","chr1",1240328,1240628
"4272","chr1",1652459,1652759
"4273","chr1",1689617,1689917
"4274","chr1",1690835,1691135
"4275","chr1",1711435,1711735
"4276","chr1",1714337,1714637
"4277","chr1",1823561,1823861
"4278","chr1",2130039,2130339
"4279","chr1",2324434,2324718
"4280","chr1",2325593,2325893
"4281","chr1",2458496,2458796
"4282","chr1",2462059,2462359
"4283","chr1",2466397,2466671
"4284","chr1",2466692,2467061
"4285","chr1",2479046,2479346
"4286","chr1",2496295,2496595
"4287","chr1",2506686,2506986
"4288","chr1",2507768,2508068
"4289","chr1",3237303,3237603
"4290","chr1",3374851,3375151
"4291","chr1",3375719,3376019
"4292","chr1",3420195,3420495
"4293","chr1",3446523,3446741
"4294","chr1",3446741,3446959
"4295","chr1",3448195,3448495
"4296","chr1",3529274,3529574
"4297","chr1",3529650,3529950
"4298","chr1",3530548,3530848
"4299","chr1",4328922,4329222
"4300","chr1",5748168,5748468
"4301","chr1",5748851,5749151
"4302","chr1",6264839,6265139
"4303","chr1",6280871,6281171
"4304","chr1",6381973,6382273
"4305","chr1",6413628,6413928
"4306","chr1",6414264,6414564
"4307","chr1",6414574,6414874
"4308","chr1",6419455,6419755
"4309","chr1",6534874,6535174
"4310","chr1",6684719,6685019
"4311","chr1",6868494,6868794
"4312","chr1",6879621,6879921
"4313","chr1",7283601,7283901
"4314","chr1",7324989,7325289
"4315","chr1",7326498,7326798
"4316","chr1",7447370,7447670
"4317","chr1",7552129,7552429
"4318","chr1",8064512,8064812
"4319","chr1",8065509,8065809
"4320","chr1",8154766,8155066
"4321","chr1",8227949,8228249
"4322","chr1",8229467,8229767
"4323","chr1",8230341,8230641
"4324","chr1",8241815,8242115
"4325","chr1",8244442,8244742
"4326","chr1",8254021,8254321
"4327","chr1",8254732,8255032
"4328","chr1",8257902,8258202
"4329","chr1",8262257,8262557
"4330","chr1",8319733,8320033
"4331","chr1",8522406,8522706
"4332","chr1",8523389,8523689
"4333","chr1",8585404,8585704
"4334","chr1",8933155,8933455
"4335","chr1",8940711,8941011
"4336","chr1",9225022,9225322
"4337","chr1",9360799,9361099
"4338","chr1",9362296,9362596
"4339","chr1",9391653,9391953
"4340","chr1",9445851,9446151
"4341","chr1",9615545,9615845
"4342","chr1",9937757,9938057
"4343","chr1",9938478,9938778
"4344","chr1",9961779,9962079
"4345","chr1",9969059,9969359
"4346","chr1",10165572,10165872
"4347","chr1",10323576,10323876
"4348","chr1",10447845,10448145
"4349","chr1",10782907,10783207
"4350","chr1",10783699,10783932
"4351","chr1",10784591,10784891
"4352","chr1",10798020,10798320
"4353","chr1",10798494,10798794
"4354","chr1",10820362,10820662
"4355","chr1",10822717,10823017
"4356","chr1",10840003,10840303
"4357","chr1",10864064,10864364
"4358","chr1",11847382,11847682
"4359","chr1",11863511,11863811
"4360","chr1",11942816,11943116
"4361","chr1",12203955,12204255
"4362","chr1",12204374,12204674
"4363","chr1",12209007,12209307
"4364","chr1",12222448,12222748
"4365","chr1",12441407,12441707
"4366","chr1",12539231,12539531
"4367","chr1",12540274,12540514
"4368","chr1",12540514,12540755
"4369","chr1",14034875,14035175
"4370","chr1",14035891,14036191
"4371","chr1",14092941,14093241
"4372","chr1",14156092,14156392
"4373","chr1",15271285,15271585
"4374","chr1",15416469,15416769
"4375","chr1",15468215,15468515
"4376","chr1",15500589,15500889
"4377","chr1",15635075,15635375
"4378","chr1",15677052,15677352
"4379","chr1",15682170,15682353
"4380","chr1",15682459,15682759
"4381","chr1",15692792,15693092
"4382","chr1",15742837,15743137
"4383","chr1",15745350,15745650
"4384","chr1",16062278,16062578
"4385","chr1",16062593,16062852
"4386","chr1",16062852,16063111
"4387","chr1",16474798,16475098
"4388","chr1",16485219,16485519
"4389","chr1",16488099,16488349
"4390","chr1",16488349,16488599
"4391","chr1",16498862,16499162
"4392","chr1",16500938,16501112
"4393","chr1",16502075,16502375
"4394","chr1",16503113,16503413
"4395","chr1",16506926,16507226
"4396","chr1",16508842,16509142
"4397","chr1",16563992,16564292
"4398","chr1",16575391,16575691
"4399","chr1",17424654,17424954
"4400","chr1",17539406,17539706
"4401","chr1",17552925,17553225
"4402","chr1",17555822,17556122
"4403","chr1",17558984,17559261
"4404","chr1",17559261,17559538
"4405","chr1",17577409,17577692
"4406","chr1",17577692,17577976
"4407","chr1",17674695,17674995
"4408","chr1",17767140,17767440
"4409","chr1",17767744,17768044
"4410","chr1",17891367,17891667
"4411","chr1",17913513,17913813
"4412","chr1",17915568,17915868
"4413","chr1",17922376,17922676
"4414","chr1",17924114,17924414
"4415","chr1",18766635,18766935
"4416","chr1",18808062,18808362
"4417","chr1",18884409,18884709
"4418","chr1",18995964,18996264
"4419","chr1",18996831,18997131
"4420","chr1",19333431,19333693
"4421","chr1",19333693,19333955
"4422","chr1",19334574,19334874
"4423","chr1",19355550,19355850
"4424","chr1",19406712,19407012
"4425","chr1",19407213,19407396
"4426","chr1",19407396,19407580
"4427","chr1",19413410,19413710
"4428","chr1",19529419,19529719
"4429","chr1",19596054,19596337
"4430","chr1",19710755,19711055
"4431","chr1",19712832,19713132
"4432","chr1",19763574,19763874
"4433","chr1",19796373,19796673
"4434","chr1",19939690,19939990
"4435","chr1",19969550,19969850
"4436","chr1",19981335,19981635
"4437","chr1",19982080,19982380
"4438","chr1",20092626,20092926
"4439","chr1",20113683,20113983
"4440","chr1",20140681,20140981
"4441","chr1",20141168,20141468
"4442","chr1",20173170,20173470
"4443","chr1",20198455,20198755
"4444","chr1",20230241,20230541
"4445","chr1",20525736,20526036
"4446","chr1",20582898,20583198
"4447","chr1",20801495,20801795
"4448","chr1",20803185,20803485
"4449","chr1",20820702,20821002
"4450","chr1",20915011,20915311
"4451","chr1",20916232,20916532
"4452","chr1",20917049,20917349
"4453","chr1",20939969,20940269
"4454","chr1",21441157,21441457
"4455","chr1",21589031,21589280
"4456","chr1",21621093,21621393
"4457","chr1",21625405,21625705
"4458","chr1",21950562,21950800
"4459","chr1",21950800,21951039
"4460","chr1",21953227,21953527
"4461","chr1",21960716,21961016
"4462","chr1",21965613,21965913
"4463","chr1",21977776,21978076
"4464","chr1",22144949,22145249
"4465","chr1",22230908,22231159
"4466","chr1",22231159,22231411
"4467","chr1",22258798,22259098
"4468","chr1",22261929,22262229
"4469","chr1",22618599,22618899
"4470","chr1",22741166,22741466
"4471","chr1",22882156,22882456
"4472","chr1",22883168,22883468
"4473","chr1",23016198,23016498
"4474","chr1",23031209,23031509
"4475","chr1",23043737,23044037
"4476","chr1",23072311,23072611
"4477","chr1",23073163,23073463
"4478","chr1",23153735,23154035
"4479","chr1",23158922,23159222
"4480","chr1",23711598,23711898
"4481","chr1",23778758,23779058
"4482","chr1",23853483,23853783
"4483","chr1",23854513,23854813
"4484","chr1",23855583,23855883
"4485","chr1",23872046,23872346
"4486","chr1",23882608,23882802
"4487","chr1",23882802,23882996
"4488","chr1",24247252,24247552
"4489","chr1",24307179,24307479
"4490","chr1",24438842,24439142
"4491","chr1",24444359,24444659
"4492","chr1",24445782,24446082
"4493","chr1",24446748,24447048
"4494","chr1",24470376,24470676
"4495","chr1",24529144,24529444
"4496","chr1",24589455,24589755
"4497","chr1",24593275,24593575
"4498","chr1",24620373,24620673
"4499","chr1",24707162,24707462
"4500","chr1",24743035,24743335
"4501","chr1",24745647,24745947
"4502","chr1",24862344,24862644
"4503","chr1",25032300,25032600
"4504","chr1",25051090,25051390
"4505","chr1",25494941,25495241
"4506","chr1",25524145,25524445
"4507","chr1",25547169,25547469
"4508","chr1",25567108,25567408
"4509","chr1",25895539,25895839
"4510","chr1",26100300,26100600
"4511","chr1",26144335,26144635
"4512","chr1",26216419,26216719
"4513","chr1",26218145,26218445
"4514","chr1",26362795,26363095
"4515","chr1",26451657,26451957
"4516","chr1",26503493,26503793
"4517","chr1",26560043,26560343
"4518","chr1",26677153,26677453
"4519","chr1",26681391,26681691
"4520","chr1",26858500,26858800
"4521","chr1",26864116,26864416
"4522","chr1",27020367,27020667
"4523","chr1",27020864,27021164
"4524","chr1",27080101,27080401
"4525","chr1",27176554,27176854
"4526","chr1",27179415,27179715
"4527","chr1",27188273,27188573
"4528","chr1",27203613,27203913
"4529","chr1",27241039,27241339
"4530","chr1",27285554,27285854
"4531","chr1",27441656,27441956
"4532","chr1",27448562,27448862
"4533","chr1",27469649,27469949
"4534","chr1",27487793,27488093
"4535","chr1",27693781,27694081
"4536","chr1",27890830,27891130
"4537","chr1",27917219,27917407
"4538","chr1",27917407,27917596
"4539","chr1",27989384,27989684
"4540","chr1",28287143,28287443
"4541","chr1",28574387,28574687
"4542","chr1",28853879,28854179
"4543","chr1",28928734,28929034
"4544","chr1",28974349,28974649
"4545","chr1",29187328,29187628
"4546","chr1",29292565,29292865
"4547","chr1",29489030,29489330
"4548","chr1",29575284,29575584
"4549","chr1",29737310,29737610
"4550","chr1",30457507,30457807
"4551","chr1",31140786,31141086
"4552","chr1",31295610,31295910
"4553","chr1",31381969,31382269
"4554","chr1",31627217,31627517
"4555","chr1",31770620,31770817
"4556","chr1",31770817,31771014
"4557","chr1",31863038,31863338
"4558","chr1",31885550,31885850
"4559","chr1",31898911,31899211
"4560","chr1",31917628,31917928
"4561","chr1",32015235,32015444
"4562","chr1",32015444,32015653
"4563","chr1",32038683,32038983
"4564","chr1",32040278,32040578
"4565","chr1",32049555,32049855
"4566","chr1",32053694,32053856
"4567","chr1",32131405,32131705
"4568","chr1",32166528,32166828
"4569","chr1",32230257,32230557
"4570","chr1",32674765,32675065
"4571","chr1",32788280,32788580
"4572","chr1",32807264,32807564
"4573","chr1",32859019,32859319
"4574","chr1",33168957,33169257
"4575","chr1",33181465,33181725
"4576","chr1",33221558,33221858
"4577","chr1",33222530,33222830
"4578","chr1",33223939,33224239
"4579","chr1",33367309,33367609
"4580","chr1",33405452,33405752
"4581","chr1",33458570,33458870
"4582","chr1",33477043,33477343
"4583","chr1",33686289,33686589
"4584","chr1",33700913,33701213
"4585","chr1",35149242,35149542
"4586","chr1",35753980,35754280
"4587","chr1",36555293,36555593
"4588","chr1",36839639,36839908
"4589","chr1",36849956,36850256
"4590","chr1",36852793,36853093
"4591","chr1",36930217,36930517
"4592","chr1",37920757,37921057
"4593","chr1",37945853,37946153
"4594","chr1",38018647,38018947
"4595","chr1",38156667,38156967
"4596","chr1",38603942,38604242
"4597","chr1",39424563,39424735
"4598","chr1",39434586,39434886
"4599","chr1",39455946,39456246
"4600","chr1",39863537,39863837
"4601","chr1",40040317,40040617
"4602","chr1",40283166,40283466
"4603","chr1",40291750,40291995
"4604","chr1",40311403,40311703
"4605","chr1",40318379,40318679
"4606","chr1",40399485,40399785
"4607","chr1",40563271,40563571
"4608","chr1",41248684,41248984
"4609","chr1",41364354,41364654
"4610","chr1",41825797,41826097
"4611","chr1",41933563,41933863
"4612","chr1",41949797,41950097
"4613","chr1",41963104,41963404
"4614","chr1",41980439,41980739
"4615","chr1",42092596,42092896
"4616","chr1",42137916,42138216
"4617","chr1",42149963,42150263
"4618","chr1",42546650,42546950
"4619","chr1",42547331,42547631
"4620","chr1",42618726,42619026
"4621","chr1",42639645,42639945
"4622","chr1",42806762,42807062
"4623","chr1",43401781,43402081
"4624","chr1",43403097,43403338
"4625","chr1",43403338,43403580
"4626","chr1",43408267,43408567
"4627","chr1",43500404,43500704
"4628","chr1",43735018,43735318
"4629","chr1",43742150,43742450
"4630","chr1",43825921,43826221
"4631","chr1",43831155,43831455
"4632","chr1",43839862,43840162
"4633","chr1",43889810,43890110
"4634","chr1",43975656,43975956
"4635","chr1",43999295,43999595
"4636","chr1",44002542,44002842
"4637","chr1",44003562,44003862
"4638","chr1",44024739,44025039
"4639","chr1",44025114,44025414
"4640","chr1",44249223,44249523
"4641","chr1",44300258,44300558
"4642","chr1",44301700,44302000
"4643","chr1",44399869,44400169
"4644","chr1",44456455,44456691
"4645","chr1",44456691,44456928
"4646","chr1",44727641,44727941
"4647","chr1",45267932,45268232
"4648","chr1",45274616,45274916
"4649","chr1",45451301,45451601
"4650","chr1",45806669,45806969
"4651","chr1",46419935,46420235
"4652","chr1",46654085,46654276
"4653","chr1",46663019,46663319
"4654","chr1",46867424,46867724
"4655","chr1",46986128,46986428
"4656","chr1",46988021,46988321
"4657","chr1",47185297,47185597
"4658","chr1",47220096,47220308
"4659","chr1",47220849,47221149
"4660","chr1",47647414,47647714
"4661","chr1",47657429,47657729
"4662","chr1",48020970,48021270
"4663","chr1",48116738,48117038
"4664","chr1",48189857,48190157
"4665","chr1",48361033,48361333
"4666","chr1",48517837,48518137
"4667","chr1",48535839,48536139
"4668","chr1",49159435,49159735
"4669","chr1",51069125,51069425
"4670","chr1",51778881,51779181
"4671","chr1",51797106,51797406
"4672","chr1",53172618,53172918
"4673","chr1",53555905,53556205
"4674","chr1",53576338,53576638
"4675","chr1",53577430,53577730
