"","chrom","start","end"
"269","chr1",198741000,200466000
"270","chr1",200587000,200783000
"271","chr1",200859000,201385000
"272","chr1",201499000,201785000
"273","chr1",201837000,202093000
"274","chr1",202178000,202291000
"275","chr1",202618000,202950000
"276","chr1",203021000,203738000
"277","chr1",203857000,204089000
"278","chr1",204138000,204351000
"279","chr1",204396000,204472000
"280","chr1",204542000,205715000
"281","chr1",205723000,205853000
"282","chr1",205923000,206103000
"283","chr1",206104000,206190000
"284","chr1",206211000,206302000
"285","chr1",206333000,206560000
"286","chr1",206656000,207228000
"287","chr1",207262000,207674000
"288","chr1",207756000,207841000
"289","chr1",207990000,209938000
"290","chr1",210041000,210546000
"291","chr1",210619000,211428000
"292","chr1",211434000,211826000
"293","chr1",211881000,212162000
"294","chr1",212251000,212563000
"295","chr1",212566000,213178000
"296","chr1",213305000,214758000
"297","chr1",214876000,215705000
"298","chr1",215879000,218361000
"299","chr1",218520000,219984000
"300","chr1",220069000,220359000
"301","chr1",220467000,220953000
"302","chr1",221046000,222610000
"303","chr1",222643000,222694000
"304","chr1",222705000,222887000
"305","chr1",222916000,223251000
"306","chr1",223313000,223874000
"307","chr1",223884000,223995000
"308","chr1",224077000,224173000
"309","chr1",224174000,224229000
"310","chr1",224317000,224554000
"311","chr1",224701000,225470000
"312","chr1",225693000,226149000
"313","chr1",226314000,227629000
"314","chr1",227731000,227902000
"315","chr1",227930000,228138000
"316","chr1",228203000,228656000
"317","chr1",228861000,229334000
"318","chr1",229399000,229750000
"319","chr1",229827000,230434000
"320","chr1",230446000,231356000
"321","chr1",231488000,231721000
"322","chr1",231811000,233349000
"323","chr1",233463000,234183000
"324","chr1",234260000,234488000
"325","chr1",234638000,235178000
"326","chr1",235337000,235592000
"327","chr1",235681000,236197000
"328","chr1",236288000,236660000
"329","chr1",236781000,241634000
"330","chr1",241695000,242011000
"331","chr1",242020000,242396000
"332","chr1",242553000,243008000
"333","chr1",243129000,243265000
"334","chr1",243538000,244462000
"335","chr1",244485000,245203000
"336","chr1",245281000,246641000
"337","chr1",246670000,246962000
"338","chr1",247026000,247091000
"339","chr1",247104000,248579000
"340","chr1",248760000,249063000
"341","chr1",249101000,249190000
"342","chr10",0,111000
"343","chr10",216000,1043000
"344","chr10",1188000,2795000
"345","chr10",2867000,3076000
"346","chr10",3296000,3787000
"347","chr10",3802000,4797000
"348","chr10",4917000,5440000
"349","chr10",5486000,5706000
"350","chr10",5743000,6433000
"351","chr10",6477000,11485000
"352","chr10",11564000,11784000
"353","chr10",11835000,12218000
"354","chr10",12325000,13099000
"355","chr10",13217000,13367000
"356","chr10",13392000,14507000
"357","chr10",14543000,14858000
"358","chr10",14928000,15134000
"359","chr10",15156000,15407000
"360","chr10",15489000,15867000
"361","chr10",15953000,16773000
"362","chr10",16931000,17706000
"363","chr10",17778000,18221000
"364","chr10",18270000,18823000
"365","chr10",18992000,21035000
"366","chr10",21080000,22209000
"367","chr10",22292000,23328000
"368","chr10",23452000,24818000
"369","chr10",24952000,25377000
"370","chr10",25382000,26845000
"371","chr10",26975000,27161000
"372","chr10",27251000,27518000
"373","chr10",27675000,28822000
"374","chr10",28969000,29662000
"375","chr10",29884000,30586000
"376","chr10",30685000,30873000
"377","chr10",31040000,32052000
"378","chr10",32136000,34915000
"379","chr10",34965000,35275000
"380","chr10",35311000,35812000
"381","chr10",35946000,38430000
"382","chr10",38656000,38773000
"383","chr10",38784000,38902000
"384","chr10",38903000,39022000
"385","chr10",39035000,39149000
"386","chr10",39155000,42377000
"387","chr10",42409000,42521000
"388","chr10",42530000,42600000
"389","chr10",42665000,42718000
"390","chr10",42860000,42946000
"391","chr10",43046000,43288000
"392","chr10",43392000,43933000
"393","chr10",44193000,45362000
"394","chr10",45395000,45497000
"395","chr10",45528000,46125000
"396","chr10",46240000,46953000
"397","chr10",46996000,47114000
"398","chr10",47149000,47536000
"399","chr10",47597000,47694000
"400","chr10",47704000,48300000
"401","chr10",48419000,48622000
"402","chr10",48665000,49390000
"403","chr10",49433000,49515000
"404","chr10",49516000,49867000
"405","chr10",49875000,50712000
"406","chr10",50801000,50991000
"407","chr10",51137000,51487000
"408","chr10",51514000,51568000
"409","chr10",51595000,51758000
"410","chr10",51837000,52001000
"411","chr10",52091000,52380000
"412","chr10",52424000,52475000
"413","chr10",52569000,53962000
"414","chr10",54070000,54518000
"415","chr10",54649000,60522000
"416","chr10",60543000,61365000
"417","chr10",61382000,61817000
"418","chr10",61823000,62526000
"419","chr10",62560000,64865000
"420","chr10",65001000,65491000
"421","chr10",65641000,65774000
"422","chr10",65791000,69549000
"423","chr10",69614000,70061000
"424","chr10",70229000,70666000
"425","chr10",70756000,71898000
"426","chr10",71914000,72140000
"427","chr10",72227000,72612000
"428","chr10",72690000,73008000
"429","chr10",73084000,74075000
"430","chr10",74187000,74822000
"431","chr10",75012000,75400000
"432","chr10",75577000,75831000
"433","chr10",76074000,76863000
"434","chr10",77177000,78874000
"435","chr10",78912000,79457000
"436","chr10",79598000,79767000
"437","chr10",79857000,80967000
"438","chr10",81099000,81245000
"439","chr10",81410000,81572000
"440","chr10",81573000,81630000
"441","chr10",81697000,81966000
"442","chr10",82114000,85604000
"443","chr10",85605000,85819000
"444","chr10",85910000,88109000
"445","chr10",88164000,88676000
"446","chr10",88969000,89161000
"447","chr10",89162000,89256000
"448","chr10",89321000,89526000
"449","chr10",89651000,90973000
"450","chr10",91009000,91465000
"451","chr10",91569000,92622000
"452","chr10",92668000,93044000
"453","chr10",93070000,93687000
"454","chr10",93815000,94325000
"455","chr10",94420000,95049000
"456","chr10",95103000,95258000
"457","chr10",95315000,96274000
"458","chr10",96441000,96845000
"459","chr10",96946000,97390000
"460","chr10",97440000,98101000
"461","chr10",98127000,98979000
"462","chr10",99206000,99394000
"463","chr10",99531000,99880000
"464","chr10",99998000,100181000
"465","chr10",100237000,101076000
"466","chr10",101183000,101479000
"467","chr10",101606000,101948000
"468","chr10",102046000,102273000
"469","chr10",102319000,102635000
"470","chr10",102808000,102909000
"471","chr10",102949000,103533000
"472","chr10",103598000,103803000
"473","chr10",103965000,104368000
"474","chr10",104495000,105107000
"475","chr10",105123000,105344000
"476","chr10",105357000,105993000
"477","chr10",106158000,111546000
"478","chr10",111653000,112018000
"479","chr10",112095000,112313000
"480","chr10",112372000,113870000
"481","chr10",113871000,114217000
"482","chr10",114344000,114827000
"483","chr10",114928000,115382000
"484","chr10",115468000,115893000
"485","chr10",115957000,118921000
"486","chr10",118981000,119233000
"487","chr10",119246000,120763000
"488","chr10",120947000,121271000
"489","chr10",121370000,121645000
"490","chr10",121759000,122568000
"491","chr10",122721000,123648000
"492","chr10",123695000,124674000
"493","chr10",124784000,125314000
"494","chr10",125337000,125710000
"495","chr10",125769000,126080000
"496","chr10",126220000,126674000
"497","chr10",126693000,127401000
"498","chr10",127419000,127532000
"499","chr10",127644000,128560000
"500","chr10",128616000,128766000
"501","chr10",128822000,129945000
"502","chr10",130051000,131350000
"503","chr10",131513000,131946000
"504","chr10",132022000,133630000
"505","chr10",133676000,133727000
"506","chr10",133777000,133934000
"507","chr10",134016000,135070000
"508","chr10",135145000,135223000
"509","chr10",135251000,135367000
"510","chr10",135466000,135534747
"511","chr11",0,190000
"512","chr11",216000,501000
"513","chr11",556000,767000
"514","chr11",911000,1094000
"515","chr11",1095000,1534000
"516","chr11",1677000,2172000
"517","chr11",2216000,2874000
"518","chr11",2990000,3232000
"519","chr11",3270000,3361000
"520","chr11",3700000,3799000
"521","chr11",3889000,4090000
"522","chr11",4239000,4386000
"523","chr11",4430000,5330000
"524","chr11",5521000,6377000
"525","chr11",6401000,6696000
"526","chr11",6808000,7717000
"527","chr11",7752000,7923000
"528","chr11",8008000,8140000
"529","chr11",8230000,8559000
"530","chr11",8703000,9470000
"531","chr11",9606000,10317000
"532","chr11",10374000,10752000
"533","chr11",10832000,12288000
"534","chr11",12393000,12880000
"535","chr11",12986000,13413000
"536","chr11",13438000,14261000
"537","chr11",14322000,14492000
"538","chr11",14573000,15253000
"539","chr11",15323000,16611000
"540","chr11",16809000,18006000
"541","chr11",18037000,18780000
"542","chr11",19036000,19553000
"543","chr11",19581000,20367000
"544","chr11",20418000,20628000
"545","chr11",20760000,22335000
"546","chr11",22341000,22821000
"547","chr11",22974000,27168000
"548","chr11",27202000,27495000
"549","chr11",27747000,29357000
"550","chr11",29472000,30108000
"551","chr11",30135000,32287000
"552","chr11",32352000,33142000
"553","chr11",33183000,33362000
"554","chr11",33391000,33712000
"555","chr11",33816000,34896000
"556","chr11",35001000,35427000
"557","chr11",35469000,36279000
"558","chr11",36316000,36518000
"559","chr11",36586000,36781000
"560","chr11",36886000,43224000
"561","chr11",43385000,44083000
"562","chr11",44141000,44564000
"563","chr11",44576000,44917000
"564","chr11",44944000,45342000
"565","chr11",45400000,45756000
"566","chr11",45889000,46389000
"567","chr11",46414000,46843000
"568","chr11",46925000,47147000
"569","chr11",47217000,47420000
"570","chr11",47490000,47849000
"571","chr11",47939000,48131000
"572","chr11",48542000,48900000
"573","chr11",48943000,49077000
"574","chr11",49078000,49259000
"575","chr11",49260000,49639000
"576","chr11",49652000,49854000
"577","chr11",50100000,50697000
"578","chr11",50784000,51192000
"579","chr11",51219000,51559000
"580","chr11",51581000,54798000
"581","chr11",54849000,57013000
"582","chr11",57130000,57422000
"583","chr11",57641000,58274000
"584","chr11",58309000,58842000
"585","chr11",58910000,59231000
"586","chr11",59313000,60388000
"587","chr11",60547000,60919000
"588","chr11",61065000,61157000
"589","chr11",61219000,61490000
"590","chr11",61587000,61853000
"591","chr11",61928000,62106000
"592","chr11",62166000,62339000
"593","chr11",62343000,62582000
"594","chr11",62695000,62792000
"595","chr11",62831000,63218000
"596","chr11",63235000,63518000
"597","chr11",63532000,63906000
"598","chr11",64010000,64066000
"599","chr11",64166000,64440000
"600","chr11",64583000,64859000
"601","chr11",64898000,65084000
"602","chr11",65134000,65280000
"603","chr11",65443000,65764000
"604","chr11",65869000,65980000
"605","chr11",66178000,66790000
"606","chr11",66835000,67373000
"607","chr11",67807000,68218000
"608","chr11",68297000,68356000
"609","chr11",68359000,68817000
"610","chr11",68884000,69425000
"611","chr11",69534000,69691000
"612","chr11",69718000,69788000
"613","chr11",69804000,70026000
"614","chr11",70126000,70195000
"615","chr11",70338000,70793000
"616","chr11",70822000,71208000
"617","chr11",71681000,72143000
"618","chr11",72163000,72522000
"619","chr11",72597000,73090000
"620","chr11",73130000,73387000
"621","chr11",73390000,73632000
"622","chr11",73676000,74458000
"623","chr11",74476000,74580000
"624","chr11",74621000,74960000
"625","chr11",74991000,76901000
"626","chr11",76904000,77288000
"627","chr11",77371000,77758000
"628","chr11",77835000,78236000
"629","chr11",78364000,82281000
"630","chr11",82426000,82907000
"631","chr11",83027000,83512000
"632","chr11",83606000,85252000
"633","chr11",85372000,85958000
"634","chr11",86082000,86523000
"635","chr11",86643000,86983000
"636","chr11",87063000,88529000
"637","chr11",88900000,88971000
"638","chr11",89176000,89276000
"639","chr11",89470000,89523000
"640","chr11",89548000,89654000
"641","chr11",89657000,89832000
"642","chr11",90035000,93364000
"643","chr11",93646000,94237000
"644","chr11",94309000,94886000
"645","chr11",94888000,95475000
"646","chr11",95590000,96075000
"647","chr11",96288000,96438000
"648","chr11",96490000,100408000
"649","chr11",100457000,100761000
"650","chr11",100856000,102512000
"651","chr11",102604000,102920000
"652","chr11",102946000,105938000
"653","chr11",105998000,108504000
"654","chr11",108592000,110252000
"655","chr11",110362000,111421000
"656","chr11",111433000,111723000
"657","chr11",111757000,112152000
"658","chr11",112168000,113139000
"659","chr11",113178000,113677000
"660","chr11",113678000,113737000
"661","chr11",113762000,114120000
"662","chr11",114192000,114443000
"663","chr11",114514000,116527000
"664","chr11",116672000,116976000
"665","chr11",117285000,117659000
"666","chr11",117695000,117994000
"667","chr11",118001000,118433000
"668","chr11",118478000,118547000
"669","chr11",118562000,118856000
"670","chr11",118932000,119250000
"671","chr11",119257000,119978000
"672","chr11",120028000,120180000
"673","chr11",120226000,120342000
"674","chr11",120388000,121461000
"675","chr11",121546000,121864000
"676","chr11",121896000,122361000
"677","chr11",122498000,122912000
"678","chr11",122961000,124460000
"679","chr11",124517000,124772000
"680","chr11",124786000,125281000
"681","chr11",125407000,125717000
"682","chr11",125800000,126074000
"683","chr11",126190000,127860000
"684","chr11",127900000,127981000
"685","chr11",127992000,128712000
"686","chr11",128748000,128913000
"687","chr11",128926000,129202000
"688","chr11",129246000,129595000
"689","chr11",129736000,130034000
"690","chr11",130048000,130732000
"691","chr11",130889000,133678000
"692","chr11",133790000,134922000
"693","chr11",134946000,135006516
"694","chr12",0,83000
"695","chr12",94000,147000
"696","chr12",232000,442000
"697","chr12",521000,671000
"698","chr12",688000,1182000
"699","chr12",1254000,1679000
"700","chr12",1756000,2111000
"701","chr12",2150000,2745000
"702","chr12",2808000,2897000
"703","chr12",2929000,3157000
"704","chr12",3184000,3391000
"705","chr12",3422000,3913000
"706","chr12",3988000,4397000
"707","chr12",4431000,6005000
"708","chr12",6167000,6390000
"709","chr12",6440000,6638000
"710","chr12",6665000,6956000
"711","chr12",7082000,7308000
"712","chr12",7383000,7793000
"713","chr12",7794000,8243000
"714","chr12",8696000,9208000
"715","chr12",9209000,9410000
"716","chr12",9561000,9631000
"717","chr12",9798000,10334000
"718","chr12",10388000,10867000
"719","chr12",10964000,11621000
"720","chr12",11742000,12182000
"721","chr12",12221000,12486000
"722","chr12",12530000,12846000
"723","chr12",12948000,13373000
"724","chr12",13451000,14306000
"725","chr12",14388000,15654000
"726","chr12",15758000,16004000
"727","chr12",16159000,21809000
"728","chr12",21868000,22551000
"729","chr12",22644000,22801000
"730","chr12",22872000,24952000
"731","chr12",25034000,25301000
"732","chr12",25354000,26171000
"733","chr12",26273000,27463000
"734","chr12",27569000,27785000
"735","chr12",27892000,29152000
"736","chr12",29189000,29468000
"737","chr12",29557000,30946000
"738","chr12",31016000,31148000
"739","chr12",31482000,31774000
"740","chr12",31840000,32456000
"741","chr12",32530000,32820000
"742","chr12",32914000,34065000
"743","chr12",34357000,34806000
"744","chr12",34856000,37859000
"745","chr12",37973000,38059000
"746","chr12",38107000,38471000
"747","chr12",38527000,38676000
"748","chr12",38795000,39685000
"749","chr12",39697000,42414000
"750","chr12",42523000,44289000
"751","chr12",44422000,45496000
"752","chr12",45568000,46348000
"753","chr12",46436000,46696000
"754","chr12",46769000,47051000
"755","chr12",47079000,47381000
"756","chr12",47468000,48006000
"757","chr12",48113000,48578000
"758","chr12",48605000,49002000
"759","chr12",49121000,49392000
"760","chr12",49427000,49524000
"761","chr12",49531000,49615000
"762","chr12",49712000,49959000
"763","chr12",50026000,50465000
"764","chr12",50474000,50838000
"765","chr12",50899000,51136000
"766","chr12",51189000,51740000
"767","chr12",51818000,52259000
"768","chr12",52280000,52372000
"769","chr12",52551000,53236000
"770","chr12",53302000,53365000
"771","chr12",53470000,53866000
"772","chr12",53950000,54376000
"773","chr12",54381000,54592000
"774","chr12",54641000,54770000
"775","chr12",54969000,55942000
"776","chr12",56134000,56430000
"777","chr12",56527000,56875000
"778","chr12",56901000,57015000
"779","chr12",57165000,57593000
"780","chr12",57671000,57840000
"781","chr12",57929000,58095000
"782","chr12",58200000,58300000
"783","chr12",58431000,62587000
"784","chr12",62672000,63189000
"785","chr12",63233000,63870000
"786","chr12",64244000,64785000
"787","chr12",64860000,65128000
"788","chr12",65285000,65558000
"789","chr12",65727000,66200000
"790","chr12",66302000,67630000
"791","chr12",67716000,69191000
"792","chr12",69264000,69676000
"793","chr12",69677000,70118000
"794","chr12",70168000,72150000
"795","chr12",72174000,72279000
"796","chr12",72310000,75887000
"797","chr12",75925000,76397000
"798","chr12",76522000,77441000
"799","chr12",77442000,78091000
"800","chr12",78105000,78339000
"801","chr12",78369000,79740000
"802","chr12",79880000,82715000
"803","chr12",82786000,86306000
"804","chr12",86349000,88361000
"805","chr12",88503000,88845000
"806","chr12",88985000,89354000
"807","chr12",89451000,89856000
"808","chr12",89939000,91307000
"809","chr12",91367000,91729000
"810","chr12",91778000,93042000
"811","chr12",93166000,93759000
"812","chr12",93915000,94480000
"813","chr12",94546000,94922000
"814","chr12",94949000,95370000
"815","chr12",95470000,95923000
"816","chr12",95980000,96899000
"817","chr12",97017000,98761000
"818","chr12",98852000,99056000
"819","chr12",99103000,101767000
"820","chr12",101820000,102276000
"821","chr12",102293000,104724000
"822","chr12",104808000,105484000
"823","chr12",105523000,105775000
"824","chr12",105821000,106549000
"825","chr12",106610000,106743000
"826","chr12",106802000,107313000
"827","chr12",107523000,108014000
"828","chr12",108090000,108866000
"829","chr12",109005000,109518000
"830","chr12",109549000,110441000
"831","chr12",110510000,110855000
"832","chr12",110878000,111319000
"833","chr12",111352000,111737000
"834","chr12",111813000,112257000
"835","chr12",112261000,112819000
"836","chr12",112980000,113376000
"837","chr12",113428000,113856000
"838","chr12",113914000,114361000
"839","chr12",114435000,114951000
"840","chr12",115113000,116326000
"841","chr12",116506000,116677000
"842","chr12",116695000,117076000
"843","chr12",117175000,117561000
"844","chr12",117678000,118235000
"845","chr12",118323000,118516000
"846","chr12",118607000,118801000
"847","chr12",118861000,120051000
"848","chr12",120151000,120487000
"849","chr12",120780000,121869000
"850","chr12",121930000,122709000
"851","chr12",122786000,123238000
"852","chr12",123285000,123447000
"853","chr12",123492000,123708000
"854","chr12",123757000,124068000
"855","chr12",124172000,124514000
"856","chr12",124520000,124798000
"857","chr12",124859000,125248000
"858","chr12",125516000,125599000
"859","chr12",125663000,127860000
"860","chr12",127924000,131223000
"861","chr12",131371000,132570000
"862","chr12",132677000,133256000
"863","chr12",133502000,133683000
"864","chr12",133702000,133800000
"865","chr13",0,19205000
"866","chr13",19374000,19438000
"867","chr13",19518000,19901000
"868","chr13",20232000,20722000
"869","chr13",20785000,21056000
"870","chr13",21073000,21488000
"871","chr13",21512000,21727000
"872","chr13",21850000,22061000
"873","chr13",22216000,23367000
"874","chr13",23402000,23928000
"875","chr13",23955000,24435000
"876","chr13",24557000,24809000
"877","chr13",24998000,25078000
"878","chr13",25197000,25493000
"879","chr13",25640000,25897000
"880","chr13",26006000,26637000
"881","chr13",26762000,27467000
"882","chr13",27595000,27909000
"883","chr13",27958000,28557000
"884","chr13",28626000,29333000
"885","chr13",29431000,29909000
"886","chr13",30042000,30673000
"887","chr13",30729000,31715000
"888","chr13",31812000,32393000
"889","chr13",32424000,34351000
"890","chr13",34441000,35683000
"891","chr13",35755000,36493000
"892","chr13",36606000,37227000
"893","chr13",37313000,37606000
"894","chr13",37790000,39392000
"895","chr13",39633000,40211000
"896","chr13",40302000,41237000
"897","chr13",41535000,41589000
"898","chr13",41642000,41888000
"899","chr13",42013000,42207000
"900","chr13",42257000,42694000
"901","chr13",42719000,42782000
"902","chr13",42888000,44359000
"903","chr13",44493000,44999000
"904","chr13",45092000,45482000
"905","chr13",45622000,45863000
"906","chr13",46098000,46949000
"907","chr13",47083000,47300000
"908","chr13",47412000,48362000
"909","chr13",48365000,48551000
"910","chr13",48672000,50168000
"911","chr13",50229000,51640000
"912","chr13",51695000,51951000
"913","chr13",51988000,52348000
"914","chr13",52396000,52713000
"915","chr13",52820000,52878000
"916","chr13",52925000,53030000
"917","chr13",53259000,53731000
"918","chr13",53815000,60967000
"919","chr13",61068000,62519000
"920","chr13",62560000,64274000
"921","chr13",64359000,64412000
"922","chr13",64429000,67779000
"923","chr13",67894000,73169000
"924","chr13",73426000,74271000
"925","chr13",74382000,75784000
"926","chr13",75944000,77526000
"927","chr13",77638000,79077000
"928","chr13",79113000,79860000
"929","chr13",79952000,80130000
"930","chr13",80218000,86714000
"931","chr13",86760000,86911000
"932","chr13",86962000,91693000
"933","chr13",91741000,94996000
