1	2	3	4	5	6	7
AURKAIP1	1	1.06156223291473	0.946977749741452	0.976852170857102	1.10008860730043	0.814496036077305	1.03677880373656
CCNL2	1	0.98879325578612	0.996230493319553	1.03486195520654	1.01136533216861	1.087521330676	0.988343677815873
MRPL20	1	1.03737732912375	0.973484448701357	1.02355664216408	1.14160832644648	0.825107560470008	0.982806802285313
RP4-758J18.13	0.999673858938777	0.999810984952651	1.00225790102324	1.0003931739083	1	1.00190149489225	0.998632752391027
RP4-758J18.10	0.999869974900172	0.995624832361855	1	1.00113788829052	0.998912873384497	1.00991975795786	1.00054140944432
VWA1	0.99449453072601	1.00699024519869	1.00163894506725	0.995377937353869	0.995734638734479	1.02408108625267	1
ATAD3C	1	0.996591286896615	1.00034805018483	0.999487906922854	0.999918490616853	1.00061019195164	1.00044841537843
ATAD3B	0.994574352579448	1.00110011311844	1	1.01560071297791	1.04450362432873	0.936686081884165	0.969566831934174
ATAD3A	1.0190381568157	0.998556235475944	0.993573916445608	1.00289202793159	1.01845372423335	0.94502453948751	1
TMEM240	0.997770447766193	0.999583177445229	1	0.999581819433802	1.00019232752016	1.00241207144039	1.00015014538368
SSU72	0.960000255858326	1.04924066184816	1.01761587777269	1	1.12896797648292	0.965755822386556	0.951276762695648
RP5-832C2.5	1	1.00872006124005	1.00044505253118	0.997333545439556	1.00846014585135	0.998154845348658	0.994566084074604
C1orf233	0.998088878500593	0.998594830853528	1	1.00026976415888	1.01136884905227	1.00999752639059	0.99752975777032
RP11-345P4.9	0.99295865267804	1.00670334474901	0.994328656690449	0.997308562189932	1.00274764818439	1	1.00168461617281
MIB2	1.00705196991204	0.994941041460788	1	0.98844758752498	1.01903748244887	1.00321734796801	0.994028288382311
MMP23B	0.999775476186028	0.999811140468566	0.999009811099753	1.00097217089815	1.00140339401946	1.00008082750403	1
CDK11B	1.0148388215228	1.05692329494551	0.964246269283489	0.9849037591973	1.03975016739851	0.921140269759407	1
RP11-345P4.10	1.00188141545705	1	0.999544102008557	0.999707847894623	1.00057291948835	1.00195507379043	0.999694178941259
SLC35E2B	0.99240125008271	1.00023921109037	0.993943731209874	1	1.0045310702493	1.06111890088631	0.994934301167104
CDK11A	1.01616789844556	1.01602808697615	1	1.00721228360009	0.998929625166354	0.98592186360941	0.991921313160582
SLC35E2	1	0.997521503884147	1.00163877745002	0.996650387726467	0.994840008646427	1.00222836271405	1.00089389211849
NADK	1.01167996030726	1.00171251080754	1	0.994360309951713	1.06580871679087	0.980200032689521	0.96519447106601
GNB1	1.00836835808141	1.07724535257627	0.992421420397599	0.940032214071454	1.05368923693459	0.922813718787148	1
RP1-140A9.1	1	0.998596380641624	1.00148834489101	0.99946555107731	1.00105829566895	0.998731028755764	1.00158882449068
CALML6	0.999129697060289	1	1.00101016061025	0.999129697060289	1.00162954089364	1.00619575311989	0.999129697060289
TMEM52	0.993664742520579	0.995743577457866	1.00357520730281	1	1.00356675780536	1.00310440835294	0.995576353533118
CFAP74	0.999825746660509	0.99986141273631	1	0.999860372570818	1.00312756638039	1.00822716459453	1.00198448474645
GABRD	0.99988510285696	0.99875109111982	0.999899679791526	1.0031172231407	1.0049897672184	1.00928407142594	1
PRKCZ	1.00648939004101	1.00161845326532	0.99157529165384	0.985094421999186	1	1.01540383912259	0.986392368023981
RP11-181G12.2	1.00148502444604	1.00242946097188	0.999949720764194	1.00330313962762	0.999734772370908	0.999075324819361	1
FAAP20	0.965954745328639	1	0.957346225981913	0.986327068752467	1.1343530657275	1.03820433231543	1.01685967659781
SKI	1.01562775039971	1.02651516843402	0.980293172681381	0.995523840631934	1.05190864911451	0.991380794920852	1
MORN1	0.985911073301868	1	1.00720905294296	1.00902163463377	0.995155661160957	0.996161923535808	1.00899711080474
RER1	1.0709829646313	1.01435461839041	0.98566989561817	1	1.11813118168973	0.848501721989495	0.961334142888094
PEX10	0.989389003026131	1.01932849581798	0.999293810496986	1	1.00893042848583	0.997684121921604	1.01831232297402
PANK4	1	1.00973340179668	0.996255880825035	1.00670880711272	1.0083463563894	0.989393591652522	0.999118366841421
RP3-395M20.12	0.998733527713635	1.00335949213143	0.99737329153102	1	0.996599862577578	1.00877188823842	1.00442022624013
FAM213B	0.989949885133424	0.99712324491826	1.00818408106596	1.00426331682499	1	1.00387283653545	0.995504508734682
TTC34	0.997010369331088	1.00113762191875	0.998866076233837	0.996488681090358	1	1.00020044522646	1.00189510024529
PRDM16	0.999454239532909	0.998921121478611	1	1.00182693458631	0.998013164477499	1.00019660398329	1.00687159942219
ARHGEF16	0.99880446754973	0.998840097194164	1.00369379331331	1	1.0004308043059	0.997101895874702	1.00096100057732
MEGF6	1.00221522719299	0.997390626616554	0.998398151340592	1	0.997352430184252	1.00154945224195	1.00037945724281
RP11-46F15.2	1.00217488402392	1.00248252505113	0.998994995198008	0.999574581574116	0.998994995198008	1	1.00480269750094
TPRG1L	1.02283875085307	1	0.994108453223893	0.992580856352656	1.02835486000944	1.01119269655879	0.989966722506005
WRAP73	1.02216118584902	1.02883984106353	0.991315359942036	1	1.03104398260167	0.978242688529067	0.954146132429751
TP73	1	0.997695526745718	1.02061949555626	1.02821588919938	1.01778991880986	0.993182078300154	0.992032447589567
TP73-AS1	1.01245807524028	1.01062655464094	0.998288715288356	1	1.02331784040293	0.995861703961741	0.979521993707978
SMIM1	0.996708154100818	0.985408781096329	1.02712085980071	1	1.0256219196933	1.10474341552982	0.99567532924472
LRRC47	1	1.01222848743303	0.987940897322154	1.00124071734873	1.00932139745198	0.976994781391108	0.962326081179529
CEP104	1.02213544406618	1.02424635152582	0.989482459481576	1	1.02287385167303	0.985525012022231	0.990251267707551
DFFB	0.998655253986083	1.00979479581476	0.999060462403047	0.995309504421837	1.00164085398741	1	1.00004238775129
C1orf174	1	1.01499536459141	0.993746658001078	1.00909171478327	1.01459669727582	0.9430901591038	0.979404967780522
LINC01134	1	0.998897566000278	0.997159264672461	1.00005753554175	1.00048836463421	0.998162422700443	1.00295629487348
NPHP4	1.00029372766309	0.997539799886786	0.992062662259604	1.00237734073696	1	0.990311817956695	1.0151182719905
KCNAB2	0.995819885056215	0.996208544072614	1.00538435788354	1.01374590372326	0.995545594356197	1	1.01354015549676
CHD5	0.999423273138288	1.00100612658516	1.00032254275356	0.993736490678561	1.00010421449959	1	0.995648098377225
RPL22	0.91210369476038	0.963549052445093	1	0.989307080237724	1.08920929965418	1.22480581935307	1.03811260723194
RP1-120G22.11	1	0.999431741069446	1.00225531563257	1.00291929802995	0.999431741069446	1.00043718524471	0.999431741069446
RNF207	0.992854591914703	0.990836009142504	1	0.997035958807177	1.00575596212477	1.01997332686009	1.01012375576185
ICMT	1.00568086189756	1.01149480777091	0.97667338703193	1	1.05255712965848	0.908366632445426	0.935633701309674
LINC00337	1	0.995512829258239	1.00143905774808	0.999575854112529	1.00881433732714	0.995047856685873	1.00007901694431
GPR153	0.994083570195358	0.995924771875462	1.0051568720666	1	1.00571479624315	1.00162655042518	0.998610843805006
ACOT7	0.997850161554677	1.01165642415814	0.974278996362369	0.982840495310941	1.06391191361203	1	1.03193563946165
RP1-202O8.3	0.998953390978905	1.00107143422385	0.99779191939643	0.997872858654398	1.00585161310139	1	1.00464834577322
HES2	0.999396595175414	0.999130364788712	1.00296801970947	1	1.00159359628746	0.999265084903873	1.00018993571335
TNFRSF25	0.988351453005801	1.00560327532993	0.989696154375146	0.992024781974921	1.00855798237524	1.023522957473	1
PLEKHG5	1.00108472763586	0.998426322193956	1.00097486544456	0.998714830371493	1	1.01734367159149	0.990177594323812
NOL9	1.02697723671685	1.03797569551663	0.995654497457629	1	1.01986826192099	0.974733892760893	0.980943623111491
ZBTB48	1	1.01019005487874	0.977568536766878	0.98727417032175	1.00028388975184	1.01515346690795	0.993314460373602
KLHL21	0.975613473303949	1.00774147398794	1.01616206036999	1	1.01484828851444	0.99934909494197	0.986334779130592
PHF13	1.00678669999584	1.00583313479407	0.997445629518024	1.02486510733471	1	0.976200144143631	0.99647619625986
THAP3	1.02941679338496	1.02604277202895	0.998797982881002	0.990663297764648	1	0.990658717358813	1.00966836022066
DNAJC11	1.01304408517483	1.03072036681585	0.980612621956488	1	1.04190983817383	0.986166496484845	0.980285492398453
RP11-312B8.1	0.999395555493476	1	0.999198519263911	0.998259780194703	1.00159255431996	1.00228541370124	1.00018889520609
CAMTA1	0.964384711793479	1.01003289447731	1	0.975646173538491	1.06522829552483	0.999979604816983	1.0374999330928
VAMP3	1.04144634852794	1.07915016521679	0.981996656449872	1	1.04831203020422	0.993821492731916	0.994635786195945
PER3	0.988442905885834	1.00348580999074	1.00382012998945	1.01424130386412	1	0.983130611118187	0.99449190170009
TNFRSF9	0.998982445061964	0.997012303076982	1.0008418225329	1.002048561122	0.998636975396308	1.00016170406262	1
PARK7	0.950330986175266	1	1.01826707198621	1.00691623316692	1.10901498224579	0.971666605142733	0.995460592033372
ERRFI1	0.907598185771548	0.923593844607207	1	1.1925305425551	1.06918285752497	1.10925238627281	0.979763970907541
RP11-431K24.1	1	0.996451758603547	0.997426765548086	1.00595304302552	1.00316791623281	1.00646006514373	0.990068468867879
SLC45A1	0.998212037691887	1.00642842240025	0.999697721478326	1	0.997603376955577	1.00908021766668	1.00757168430487
RERE	1.01914667185379	0.99773675962742	0.97238081675856	1	0.988413654145019	1.01129249848416	1.0216421831491
ENO1	1.01976727123849	0.985885994731796	1	1.06923020382369	1.05027420710959	0.934432825996079	0.995107857913161
ENO1-AS1	0.998146418430365	1.001445390151	1	0.99853072024408	0.99764974945159	1.00306994309995	1.01237337914233
GPR157	1	1.00137562559037	0.996892275984758	0.999093496022986	1.00208945454284	1.00673434151913	0.998132368208765
H6PD	0.997311780649738	1	0.9890680311411	0.988837582160523	1.00599127670601	1.0289788141904	1.01530116349851
SPSB1	0.999435028125854	1.00483680168173	1.00128376253685	0.998456387894542	1	1.00409644094816	0.999642429038543
SLC25A33	1.00072077108534	1.01357974460719	1	0.978824113344088	1.04269361964796	0.963125957862997	0.998871014189494
TMEM201	0.990042892779019	1.00719072987082	1.0199632330319	1	1.02056342103384	0.98093863967705	0.992918137840759
PIK3CD	1	0.995514702153954	1.00392047771191	0.989310880065495	1.01051055696281	1.01077571186844	0.995706240409499
PIK3CD-AS2	0.944152572891822	1.00455185858003	1.00780926499132	0.994426310486006	1	1.08269839086485	0.965615094981259
CLSTN1	1.0208416937678	1.03586963964605	0.955126336483586	0.983885299240376	1.00500715057526	1	0.998519849951882
CTNNBIP1	1.01268952568356	1.00356879495466	0.991457311610985	0.999972281555528	1.05056950258096	1	0.976940041472838
LZIC	1.03925800715637	1.04245235347226	1	0.975350866532911	1.0448638746421	0.962887828133227	0.997654688314128
NMNAT1	1.01468645540286	1.02848112358722	1	0.991065535016504	0.987534666014077	1.00978598171291	0.999219822869873
RBP7	1	1.10061440535085	0.986709706014515	0.967084965614105	1.24854133301003	1.02676568617496	0.994316316944568
UBE4B	0.987205168764761	1.05014697377652	0.985754323406638	0.991973613165704	1	1.01773014920758	1.0379036701184
KIF1B	1.0055503349496	1.04939689450165	0.954155636525215	0.951303698193526	1.00782584324016	0.964620347938718	1
PGD	1.01645622999576	1	0.939514795060504	0.970939433169168	1.01364816868864	0.988911574022486	1.00457326939432
RP4-736L20.3	1	1.00410094540601	0.999802844600937	1.00118498140306	1.00219832759352	0.998863537772877	0.998863537772877
APITD1-CORT	0.990564025045956	1.00493821576226	1.00002482505451	0.990387994498495	1.01627386308683	0.96193564535934	1
APITD1	0.998502454125867	1.00759813908003	0.990197039571947	1.00431360073061	1	0.993346067460002	1.01891976338248
CORT	0.998885488943957	1.0006639824965	1	1.00124442682929	0.998844821362849	0.999190568442152	1.001042196906
DFFA	1.03339899077575	0.992170993601236	1.00594860691165	1	1.00938786296653	0.918750198235374	0.967830111472628
PEX14	1.02341190746428	1.00686514251333	1	0.995855526913901	1.00206470310045	0.992104864343095	0.98571854858597
CASZ1	1.00296223731206	1.0027915784582	0.99983678956142	1	0.996110226436232	0.998138960628037	1.00482099512964
TARDBP	0.993101861620192	1.04466626376803	0.959104190237383	1.01854190164457	1.02061683562073	0.926485404984542	1
MASP2	0.999396595175414	0.999130364788712	1.00202387547176	1	0.999092101730768	1.00127790172068	1.00018993571335
RP4-635E18.8	0.999592086389137	1.00556342184339	1.00180242416054	0.995655518275102	1	1.00037205465775	0.997191467434869
SRM	0.995501724631876	1.02471883181423	1.05096819140883	1	1.13524722479046	0.880168780303056	0.958728950723612
EXOSC10	1	1.0296756155155	0.973332753098126	1.03443970308043	1.0219372371449	0.991485341595689	0.999000191610745
RP4-635E18.7	1	1.001210403554	0.997727299275966	1.00062722115348	0.997727299275966	1.00133224736855	0.997727299275966
RP4-635E18.6	1.00059351538614	1.00030193402	1	1.00008111837388	0.99967775176228	0.999190568442152	0.999109812889724
MTOR	1.01718164939741	1.08206558217571	0.958505996234722	0.995944086653845	1	0.994726117647713	1.05089481777971
UBIAD1	0.970516976089624	0.972193407054241	1.01437971338759	1	1.02093349418151	0.966358292258692	1.01360810906871
PTCHD2	0.998828411860212	1.00087284672817	1.00013964692772	1	0.998260818695082	1.00329644461071	0.998260818695082
FBXO2	1.00451367368107	0.979697119541416	0.990133678746566	1	1.0006995230385	1.05992120438448	0.992485403705366
FBXO44	0.990766037513551	1	0.989319858323906	1.00086849757081	0.987122117600302	1.0426806303869	1.0042865924524
FBXO6	0.996645870142236	1.00222657897827	0.999554904744756	0.990912857525237	1.0145670472511	1.01978759412655	1
MAD2L2	1.019524930348	1.08199325808805	0.94909666571618	0.977263375805163	1	0.791585292700498	1.06785768873056
DRAXIN	0.998558023747067	0.998859894935319	0.998929070156309	1.00030999904447	1.00132245962432	1	1.00185312844449
AGTRAP	1	1.01932708328828	0.975184689549033	0.957510035862285	1.07752535863544	0.990711957928323	1.00679540570382
MTHFR	1	1.00159789666136	1.00223885209626	0.990481285050295	0.999365878945687	1.0525292470332	0.997623612803182
CLCN6	0.977415370656657	1.00302711736808	0.994033052736876	1	0.991599564461911	1.02569887143416	1.01568772660102
NPPA-AS1	1.00007825794314	0.997629257483494	1	0.996177651780948	0.996532906123055	1.00159897907202	1.0011938698489
KIAA2013	1.02076092392742	1.03097959280445	0.954720011561313	0.994193413437265	1.00155395441389	0.949804682282729	1
PLOD1	0.998488813118905	0.988393024470615	1	0.994672811277784	1.00889151106649	1.01722043949669	1.00888328557743
MFN2	1.04392551419111	1.08496308478703	0.98375926174011	0.993620063155559	1.02889906733358	0.966792728437609	1
MIIP	1.19881417194337	1.09652334790998	0.975325267914557	0.984828363333168	1.00041291888236	0.933421324909905	1
TNFRSF1B	0.998677921990454	1.00018941505428	0.997715216116223	1.00164400383782	1	1.00288373962881	0.999695166743905
VPS13D	0.99109629735971	1.02625089784698	0.97770805840913	0.987186222381257	1.01391223821803	1.01711883261514	1
DHRS3	1.00388725470233	0.995094342609228	0.996098797062259	1	0.987357477167925	1.00550232541087	1.00006348804059
RP11-474O21.5	0.998903671552253	1.00007638835796	0.998336035620131	1.00007534796883	1	0.999340377498341	1.00219991684009
PRDM2	1	1.03065897485508	0.995954326219559	1.00295599339142	0.998380339851694	0.985967988363839	1.00154290908204
TMEM51	1.00997735878069	1	1.00368509498643	0.991945949947857	1.01383003852205	0.992985215271274	0.998782507602162
FHAD1	0.996549844101687	0.998589615122164	1.00162335173682	1.0000403087986	1.00097895533494	1	0.997908261991563
EFHD2	0.959317884841341	1.00337594160966	1	1.00558839977178	1.06131753670183	0.965861204172809	0.99964835018236
CASP9	1.00078518093785	0.993167074334234	0.992563841622902	0.981541992158154	1	1.02719210855688	1.01034986243875
DNAJC16	0.990561953002695	1	0.996042240429689	0.992144674730066	1.00572130293414	1.02107077343604	1.01999741758074
AGMAT	0.999976875715177	0.999710490746887	1.00166234379844	1	1.00133955987336	1.00085156668706	0.998840439767929
RP4-680D5.2	1.00004071461376	1.00182126502009	0.998336035620131	0.998336035620131	1	1.00034614694085	0.998336035620131
DDI2	0.999081096679	1.03235753905966	1	1.01241838369247	1.03822269512721	0.991724238340478	0.994060417491873
PLEKHM2	1	1.04562596465958	0.979246413644338	0.977732460102855	1.01549210889072	0.988063592462982	1.0136970582207
SLC25A34	1.0019066595888	0.999930750617779	1	1.00022032365663	0.99989245690797	1.00006557865486	0.999060507946009
FBLIM1	0.985095517222309	1.00091500651386	0.987164751504389	0.980429739796449	1	1.00205047724538	1.0005396429674
UQCRHL	0.977662594738972	0.996388920706332	1.01611314855667	0.991086870715146	1.01971720788662	1	1.00567038171638
FLJ37453	0.95872371471096	1.03058507032855	1	0.957366619305648	1.00837670682282	0.974195842978324	1.02159573427848
SPEN	1	1.0149490544433	0.98539838692115	1.00486221107468	0.990238687881098	0.969259291434693	1.05439063408526
ZBTB17	1.00347577897051	0.998332486335247	0.988963511006735	1.00325528456819	0.996442837909367	1	1.00602202377523
FAM131C	0.999632322820839	0.997755130895223	1.00012617253432	1.00037431110594	1	0.999705815800899	1.00326335408159
EPHA2	0.969730441103054	1.03792312963553	1	1.04298887317477	1.08415151692586	0.961446587759385	0.961301457233698
RP11-276H7.2	0.997748569620149	1	0.994206917196821	1.00554171167529	1.00217419811449	0.996999716238413	1.01323933884423
RP11-276H7.3	0.999511873749386	1.00015194708011	1.00042959458397	0.997250764009219	1	1.00170013898807	0.998598572735177
ARHGEF19	0.996378633560773	1	1.0029700046432	0.997111383458001	1.00530696774332	1.02119204950318	0.997699333713561
RSG1	0.998794793405658	1.00479877398637	0.997404513303455	0.997208433057692	1	1.00595583398288	1.00632203506801
FBXO42	0.998836158495369	1.02403957358663	0.998982466180818	1	1.00500733876712	1.0016937508574	0.98310925751409
SZRD1	1	1.05006920198224	0.93609848891675	0.952327379047978	1.03354717736215	0.857721652119325	1.03216685764612
SPATA21	0.99833936458132	1.00308170020403	1	1.0013295312023	0.999356647984731	0.994369334566721	1.00015014538368
NECAP2	1.06406442867609	1.06398089659077	0.983008466373051	0.992445701003108	1.02863392880562	1	0.993188045516666
RP4-798A10.2	0.997684207822586	1.00471005462423	0.99879737854372	1.00154542464177	1.00097895533494	1	0.997908261991563
RP4-798A10.7	1	1.01035041528393	0.998267843995163	0.997189796872419	1.00093748393851	0.997459814499049	1.00707809033549
RP5-875O13.1	0.998260818695082	1.00000104031075	0.99919955874087	1	1.00159359628746	0.999265084903873	1.00212440880137
NBPF1	1.04253768702338	1.02709059936333	0.973951937316445	1.0007000587991	0.990777677096588	0.969770764165602	1
CROCC	0.998691493666468	1.01119149935442	0.979545399540399	0.99321054278129	1.00040672663378	1	1.02488521880653
RP11-108M9.3	0.997806494450253	1.00015194708011	1.00042959458397	0.998408939221089	1	0.997675193419547	1.00052996795894
RP11-108M9.4	1	1.06186247343422	0.995579179227898	0.978842274282958	1.143510767021	1.02888454564665	0.990559626364336
RP11-108M9.6	1.00654648721207	1	1.00041699636826	0.998835860047279	0.998938626316974	0.998795599796601	1.00170047529061
MFAP2	1.00546306873476	1.04462973134997	0.989046210895036	0.990367655181094	1.04020018040654	1	0.991918598493978
ATP13A2	0.974284281268639	1	1.02027475692963	0.991075887911254	1.0351494724087	1.00901614109261	0.992680375599079
SDHB	0.985091710191784	1	1.0328896414481	1.009121997576	0.981713694548214	0.974768713599726	1.05008925948892
RP11-380J14.1	0.999697784254046	1	1.00384099518542	0.999129697060289	1.00162954089364	1.00114140638789	0.999129697060289
RCC2	0.995137046181994	1.00570217527601	1.0166477787326	1	1.0850112382064	0.886180028031057	0.93625881648115
ARHGEF10L	1.00095814313858	1.00018941505428	0.998654372246989	0.99931596906159	1	1.00592358341768	0.997765382997195
ALDH4A1	0.998994755095232	1	0.999919522242804	1.00646571947876	0.993635898648771	1.0122325506028	1.02436238226881
IFFO2	1	1.00624586382244	1.000087582098	0.994129566262623	1.00542431683619	0.991947118074381	0.999673616119863
UBR4	1.00877375612039	1.01981519286303	0.950777925752207	1.03921757280669	1	0.99145674327397	0.995488603562259
RP1-43E13.2	0.998649834866538	1.00167762429901	1.00048528370004	0.999927907917311	0.997124552413345	1	1.00262541441389
EMC1	1	1.01002423212198	0.990892596650231	1.00355888466354	1.00238797577405	0.985851798001719	0.975287507174751
MRTO4	1.06051977647998	1	0.985007260725465	1.02936586483372	1.09577694435548	0.87737343452832	0.98689412656913
AKR7A3	1	1.00475022401295	1.00166339771584	0.999499029547027	1.00269439655858	0.999033686931398	0.99987829669297
AKR7A2	1	0.98308287429862	1.00446665747589	1.02429560780585	0.994573446175947	0.986321877204748	1.00105685374277
PQLC2	1.00369578507708	0.981065618122428	1.00402632883868	0.979098527714029	1.01008582700748	1	0.996186198399219
CAPZB	1.05596451866409	0.962074571559736	1.01447438831559	1.0116398913909	1	0.992517395391935	0.983453963490587
MINOS1	0.977889381561319	0.993427929459453	0.99580089488897	1.00029818302522	1.03945548344486	1	1.00275699004464
NBL1	0.985163164338184	0.992486543825588	1.00349717943342	1.01071903875804	1	0.982727478802692	1.00051864004328
TMCO4	1	0.993606888131928	1.01137351100164	1.00146215345743	1.00754982384931	0.998885459826596	0.987313983700579
OTUD3	1	1.01331094907833	0.997116515014107	0.997471976956986	1.00058132373334	0.973357238113945	1.00090494151104
CAMK2N1	0.999257781472738	0.999595461967345	1.00074502168659	1.00163001013653	1.00115061070895	1	0.996986767589289
MUL1	1.04081438486123	1.01502165389049	0.99108410317442	1.01746459998537	1	0.968418289143216	0.999090748196446
CDA	0.997553636351852	0.997855203906655	1.0016879609406	1.00046579271722	0.996986767589289	1	1.00084542670845
PINK1	0.986979107743096	1.01638256717481	1.00245016885734	0.983422803418033	1	1.03166704190106	0.977605247745702
PINK1-AS	0.998703378384757	1.00170038326935	0.99587207498016	1	1.00213020077442	0.996133043815158	1.0037159057001
DDOST	1	0.964430225311228	1.00881420009335	0.991673894022727	0.962228724745568	1.08949455232263	1.00418959893788
KIF17	0.991654914765551	0.998808302745217	1	0.991417677408798	1.00088380167115	1.00816489599582	1.00543318299408
SH2D5	0.975032138969283	1	1.02203959663165	1.00098407052292	1.03734684004411	0.973963314371585	0.993816814314609
HP1BP3	1.25799510419874	1.08461370356228	0.914909795130985	0.974287805601139	1	0.929646026800248	1.02578451905944
EIF4G3	1	0.953146930333975	0.965258204040688	1.00124423605181	0.973061795305829	1.04970254314619	1.00786077146494
ECE1	0.98764362786048	1.01079630070999	1.02782546072589	1.0299497662214	0.984387215570484	1	0.968493062755818
NBPF3	1.01459874141935	1.01176259008477	0.991961994144745	0.995900084295149	0.984760903211522	1	1.00294557969511
RAP1GAP	1	0.999802292665558	1.0020365160619	1.00183952520842	0.999612950924196	1.00553424162439	0.997379198827836
USP48	1.02889617723079	1.03983983475653	0.962715799982517	1.01451198057659	0.957328217323428	0.95515599708922	1
HSPG2	0.973636315525095	0.967531123673816	1.00688966767651	1	1.01532132512124	1.03804201866844	0.989748401467678
RP1-224A6.3	0.998828411860212	0.999130364788712	1.00013964692772	1	0.998260818695082	1.00127790172068	1.00018993571335
LINC00339	1.01693092642575	1	1.00307638255391	1.03083041078763	0.991966191956129	0.989986011579863	0.980767837182962
CDC42	1.06895404456249	1.03317884150521	0.987702813953559	0.996704017491331	1	0.986312828724944	1.04196307819269
ZBTB40	1.00066963888449	0.988143011637892	0.992321129165253	1	0.971315252972802	1.00652138500847	1.02143478614959
EPHB2	1.00215219779081	0.997886558488651	1.00423609029847	0.999696886556551	1	0.997891425686309	1.00336226153159
C1orf234	0.999825746660509	0.998121434103314	1	0.998121434103314	1.00061875524122	1.00113809586136	1.00005028176393
KDM1A	1.03788224915482	1.0229754472799	0.968297639675631	1	0.966081747567929	0.935416089502599	1.02567465191606
LUZP1	0.979344760837777	1.00652991348049	0.980118930801011	1.01448513213458	1	0.996930167165521	1.01005156374484
HTR1D	1.00568787676718	1.00545227996514	1.00226929815944	0.994000536528101	0.99954796166743	0.994901636382689	1
LINC01355	0.996670183771724	1	1.00309080045535	0.997963237998262	0.997697297836633	1.00230079311508	1.002585120424
HNRNPR	1.08242781980319	1.12464482437604	0.964728382623776	1.03876970967527	0.982844320119249	0.809999363508456	1
ZNF436	1.01242722477818	0.996779016054868	0.99085770061953	1.00238878306108	1	1.00393637054172	0.999691796246151
ZNF436-AS1	1	1.00103311255848	0.998644029835373	0.996126448342098	0.991100650021635	1.01846485153752	1.00407435312666
TCEA3	0.982899992420546	0.991833773630494	1.01524799716767	1	0.987999644664797	1.01424241388858	1.00357416744354
ASAP3	0.993296413097548	1.00016488693015	1.00032738660719	0.994212255789147	0.997041462679125	1.01547740346594	1
